recipient,artist_profile,num_drops,num_unique_minters,num_farcaster_minters,num_transactions,usd_value_of_transactions,uuid_list,application_id_list
0xDB5c3C828B729153315ed08836dc58fbDdE7E305,"nubianzim",1,19,15,20,26.38061187,['dd793ccb-2ad3-471a-bdd4-eb0043970ee9'],['0x9cc6347ec68f1601e900434cb5afd21ba24b86b802f5bb4e4f093a5b428036a0']
0xE1067Cb2DEAe4253ea7E1056071a14fd712e299d,"hicetnunc2000",1,144,43,150,387.0023480399998,['17641522-af31-40d1-afad-2a5796cf6819'],['0x6bdfbd98e6a427c04dc9baa62a2606aaf73d69f47e3a0ee48ab8ad87b3db6f88']
0xE1e5dcbBc95aabE80E2f9c65C7A2cEF85daF61C4,"liliop.eth",1,2,2,3,12.39943776,['a5c86799-7937-412d-a246-d19b13accfa1'],['0x3a340a6d7842691bd53183a46b593edf0a85a005265a86ed0b0aacaa358aa5ad']
0xE3abbbAaE7809E8352D554c742fde7f5f9D41DC4,"reneecampbell",7,573,499,801,1746.3328574700024,['b11ba29e-cfdf-4aeb-8bd1-f93fe163e505'],['0x170ba2601d8227d4d46993eb4a152bba596a56e3cfc1a6da9b213ed4ad0293af']
0xE3f96Cb5Ae6353Ed964f12c3841f50C8453DF33b,"non07777.eth",18,122,109,166,30.299967258967477,['45efbbfc-4cc2-4bcc-9778-f05dc0a66552'],['0xcca0152b693b788436eaa542c3961067eabccdf6932dc6b6abca82c18d8e5d62']
0xE4427defBaA51FB3A4a0c31ED9929b878664BF73,"1hesager",10,11,10,69,40.06421151999999,['acbd3ec6-ca82-4ac1-8142-b7137bc8b319'],['0xff59365d3f0f18367417585dd6999f0479c41f49a8fb5a669590b9c75795b8ff']
0xE4d9C51F0fd017A3CFD31c1674f5C44864877f19,"hal09999",1,1,1,12,0.0,['1ea662c5-1f44-4299-a251-aff41e098d58'],['0x1eceb80fd894e9faedf60db6caee11a527f9708b1628a7729433b12db4a9da8a']
0xE7578Cc2F047c9574406bB0d260C4A3CF92eB51d,"ahmedrazaeth",1,2201,139,1404,0.0,['dbd98c8c-46c7-4708-ac4a-20abd1074334'],['0x9d23c4862b10b4ce78b752497036fb6c602d74e420772bbbc844bd356dd09244']
0xECAA5f28Aa25cC39A848836B32744673a555b9bA,"harrytrananh",5,212,121,240,502.4073169699999,['a5161f7f-5bd5-43a7-9f3b-8e6479cd6607'],['0x840bfc881c72d40ee991e648dce4066d48f2a984cd73ac7376b90797d9ea9a19']
0xED8D4Ae84CC89Ab09eD3e48cbecC7A67e969a37F,"stormsoul",5,5,5,16,0.0,['cc6fa123-af2f-4b1b-8071-e52dc88bde60'],['0xcf911bd1247c9792a2ff09c8b8e37604a17e1d234bb8fa80511b976c7230a395']
0xEa7185e7d14FEadA97c05F9551f3761E32ed22dd,"ba3is",2,126,102,254,5.609339213021997,['0ede1f13-d117-4091-812c-29144b2d6977'],['0xb6834917dc75340aea074687cdf0034a972bb421191d98477f870573d0a4ae55']
0xF005Bc919B57DC1a95070A614C0d51A2897d11ff,"sum",18,9702,7375,14504,52812.628675989996,"['2a9c61e0-e353-4bf1-9459-f3201b0b37ce','baca5fc4-4957-47da-a24a-78dbf1dcd0fb']","['0x6e2ba78d61f3c66b304b45f1a3fb15a7182ef37b4e7c565f52aa5338d48aa510', '0x9345ad97f4e71c20a54d62c3dfa4ce87d03d0fec4c312a85d38e58d6ab3f5381']"
0xF143db60A0B1cBb8076B786Eb6635b93f18db744,"maceo",38,124,61,246,915.0117843699999,['a22d87f8-559e-4432-b47f-cd5f0443ec5f'],['0x7a426b4d224d67d513b26287370ca30e79f221f873723bef3aa4095bfbdabc79']
0xF14f94fF4c8c63Dfa73d82645Ef82743BB298231,"moctezuma3ro",7,22,11,39,29.802867880000004,['130bb20b-b67d-492c-a706-5c2556923bc3'],['0x90369eb860588cae2066203e6204bd89b4fcd54ea0105dc6377e286fc335531b']
0xF15132421A7Cd4a3528d5b938b53c782Fe7fE57D,"mayowalawal.eth",1,1,1,1,0.339187,['2612c31b-b3d0-475a-85dc-650fbbfad308'],['0x647b118b702796f479900d3ad4275b3fca7d2d8135fdb87f2e3ba0092ffde8ce']
0xF6eb526BFfA8d5036746Df58Fef23Fb091739c44,"deebee",4,97,61,113,2572.0269038399997,['dc19cf79-1626-43bf-9641-6c51ac461ba8'],['0xaa3b0c946deaaa98f461a3c6ad3ff289ff6a2ea251a0b3571a692e4adf1de94a']
0xF89aFAa93aa0D834e5937f12383FAEEF41285612,"bizarrebeast",21,10,3,48,47.11290069999999,['24eea2c7-c82c-4969-9509-8172e2a320e1'],['0x5ec41268809112a1641902c988fce7eb642b76606eabf62de842fb0de6626900']
0xF8C80Ebf80Ff0C17bdfBc08A91e64a890aAE8e3c,"kyu-mehul",7,2884,1028,3054,3631.8323264387645,"['67ffa063-a16a-4fd0-81c0-699138086a52','bc5c277b-4253-41f3-ace0-202f934bb05b']","['0x4c5c29e7e2134ce02e686f95b1e41585297400a5769b1288a5a101c451f6ec69', '0x3eaa929dbb23946afbbea978753bdd83325e944ab3e5a892ef0912814f293ae5']"
0xFe952DEf1c0E295048374cCd0B8ebe7001F1123E,"mali030303",15,9,1,25,4.562406,"['76e3cc1f-f40f-4ba3-9e55-2a17c4ef08d4','092db950-25bf-449c-b35d-2f37e12bacf2','0933c32e-3f03-4538-9fc8-64408a27df83','1811f663-2752-4d22-8282-abbe1dd4a90d']","['0x2e000efd25863345c21289d778f74cdb6451eaf61cea144d15513e319c190be8', '0x7d6678b2b70b24846a39207838a6edc57f980a2fa2ede93e582cef96626e68a0', '0x3af96bb9bc2b9c0f4679a7ef740ee4bc044e2a4c34959dc5871c5c628b58f47c', '0xbcaa3ddd387e18ec21242f7b2958af5b8912f1fdcf347b00f82e5abe82fdb5e7']"
0xa51fC978850C373dd965ab7D1eDF24692d0D0d61,"quetzalgelo",4,392,71,463,92.02678870752824,"['06a035d4-b268-4095-b665-b43eee8d4d92','abbdf160-ad2d-410a-bc60-9e5c49177c74','cd143d54-1701-4602-987f-92bec464f3f6','db558e30-7747-45fe-bdf7-d17981c7615b']","['0xc2f5f5e21e81033a8bf6c7b4ab2898c8342954b9b983824053fc0c439c096c39', '0xb7506e2b7f46c5ddd95bc90f753708dcca9803c7bd7b2935b7c92a867b35436d', '0x25a397abb7dbf65d53369e9caada8f891d87ea6062a8f6282ab6f695ac4f30a8', '0xa68dd6c7b51f9ed310e630152e23e3be25b1924cc133af8737a76213e14473be']"
0xa77CE92A601D504a6D64af843EB5a3994616969c,"gambling",1,105,56,112,180.6064860599999,['9d27ecb6-3372-4077-9868-9025d1680f22'],['0x6fb6c0a0254608c3f09954702c4f24cb737daa66155659029c1e1d784230539d']
0xaCBf5B79dB3F441b3E1F0784f419Ade0027Ed899,"ali-sharafi",1,1,1,1,0.0,['d4d5353f-2d65-4c61-af84-f0c8d7824402'],['0xd43e7937bde8ae9b8c1c5f6f6015b1d14128949f60d62b0569026e24c8dfad20']
0xae0768E5Ee2d5F140802f998C7293E2fF00297B2,"creator",13,7850,4863,4340,5555.592844075424,['bc70deb4-b73f-4f92-8f9b-40eb25f7c85f'],['0xa201347f658556389a1e8eb9172b574ad01579c9231360b233f6ef7bb2ef6c9b']
0xae20f0454cc764619489087FB7eF4c3e890062A0,"nygilia",12,830,256,1062,1653.5275787100004,"['3fa0fc60-ee04-4966-8374-96e50bc4ae1c','19fcf2e3-e796-473f-8730-ac414c62b710']","['0x85c3ad2c0f8aae9ba409e34e0988590cdd3d9a78db5f9c3300ad601e0ed57e61', '0xc37f740dbf9712c8110cf5847750780c98987ef5eb5b05b0cbf051e46a1d4487']"
0xb48cB3742868bFEfE0B29c1f298Dae0573E1C79c,"two twenty",1,61,44,92,0.0,['7cd06486-3233-45f6-8820-17799cf7f439'],['0x3ed8bd95cd2433ae15dad3bd0e0307171eb60f697d4701fc35a84865b4c29fb3']
0xb781E7571Db8a03773Cd441Ecf34DDb38d13CFE4,"maingirl",21,154,130,1175,9.18397439195611,['f3f4fa22-960c-4d51-a68b-b52c2b722d1c'],['0xad2d28eb472e93ef983a631fca89863a5636226bf4edf685d2918ac9dc10cd00']
